	x0	x1	x20.000000	0	1	0
0.056251	1	0	0
0.066879	1	0	1
0.070948	0	1	1
0.077470	1	0	1
0.089935	1	0	0
0.093012	1	0	1
0.097573	1	0	0
0.103276	1	0	1
0.104215	1	0	0
0.106463	1	0	1
0.107151	1	0	2
0.109893	0	1	2
0.116886	0	1	1
0.127021	0	1	0
0.131669	1	0	0
0.143194	1	0	1
0.144128	1	0	2
0.148708	1	0	3
0.150182	1	0	2
0.152711	1	0	1
0.155845	0	1	1
0.156281	0	1	0
0.159044	1	0	0
0.167944	1	0	1
0.172539	1	0	0
0.201137	0	1	0
0.222754	1	0	0
0.232340	1	0	1
0.237471	1	0	2
0.239556	0	1	2
0.242665	0	1	1
0.243203	1	0	1
0.256066	0	1	1
0.262093	0	1	0
0.269196	1	0	0
0.283625	0	1	0
0.286624	1	0	0
0.287076	1	0	1
0.290611	0	1	1
0.296831	0	1	0
0.331747	1	0	0
0.332530	1	0	1
0.333404	0	1	1
0.357444	1	0	1
0.359604	1	0	2
0.365006	0	1	2
0.372122	1	0	2
0.375621	1	0	3
0.379227	1	0	2
0.379995	1	0	1
0.382639	1	0	0
0.401809	1	0	1
0.402097	1	0	0
0.416885	1	0	1
0.423562	1	0	2
0.430999	1	0	3
0.431211	1	0	2
0.431587	1	0	1
0.441222	1	0	0
0.442758	1	0	1
0.446294	1	0	0
0.448529	1	0	1
0.464457	0	1	1
0.466022	1	0	1
0.467405	1	0	2
0.473596	1	0	3
0.475450	1	0	4
0.476375	1	0	3
0.480423	1	0	2
0.481408	1	0	3
0.484854	1	0	2
0.485820	0	1	2
0.486993	0	1	1
0.488199	0	1	0
0.502320	1	0	0
0.506829	1	0	1
0.509051	1	0	2
0.511097	1	0	1
0.516930	1	0	2
0.517538	1	0	1
0.518261	1	0	0
0.530300	0	1	0
0.577604	1	0	0
0.580646	0	1	0
0.595520	1	0	0
0.598862	1	0	1
0.607185	1	0	2
0.607792	1	0	1
0.608175	1	0	0
0.610492	1	0	1
0.615699	1	0	2
0.619057	1	0	1
0.622353	1	0	0
0.627853	1	0	1
0.638113	1	0	2
0.639518	1	0	1
0.646612	1	0	0
0.658029	0	1	0
0.670303	1	0	0
0.674671	0	1	0
0.711797	1	0	0
0.714136	0	1	0
0.730377	1	0	0
0.742947	1	0	1
0.750372	1	0	0
0.752249	1	0	1
0.762704	0	1	1
0.771333	0	1	0
0.774329	1	0	0
0.785643	1	0	1
0.785811	1	0	0
0.786900	0	1	0
0.798117	1	0	0
0.804353	0	1	0
0.807751	1	0	0
0.821416	1	0	1
0.834617	1	0	0
0.843079	1	0	1
0.847326	1	0	2
0.847847	1	0	1
0.852784	1	0	2
0.852990	1	0	3
0.853942	1	0	4
0.854183	1	0	3
0.854376	0	1	3
0.856657	0	1	2
0.857287	0	1	1
0.893161	0	1	0
0.915395	1	0	0
0.919540	0	1	0
0.943042	1	0	0
0.954748	1	0	1
0.957531	1	0	2
0.958075	1	0	1
0.958557	1	0	0
0.965619	0	1	0
0.993534	1	0	0
0.997617	1	0	1
1.000539	1	0	2
1.003079	1	0	3
1.004720	1	0	2
1.008417	1	0	3
1.012483	1	0	4
1.012990	1	0	3
1.013860	1	0	4
1.014610	1	0	3
1.014701	1	0	2
1.017866	1	0	1
1.022835	0	1	1
1.030793	1	0	1
1.031604	1	0	0
1.038545	0	1	0
1.040063	1	0	0
1.040314	1	0	1
1.044956	1	0	2
1.045569	1	0	1
1.051354	0	1	1
1.065323	0	1	0
1.085761	1	0	0
1.086573	0	1	0
1.121549	1	0	0
1.147491	0	1	0
1.166717	1	0	0
1.170208	1	0	1
1.172921	1	0	0
1.174032	0	1	0
1.186165	1	0	0
1.192475	1	0	1
1.201905	1	0	2
1.202268	1	0	3
1.202981	1	0	2
1.207593	1	0	1
1.208647	1	0	2
1.211590	0	1	2
1.217987	0	1	1
1.230034	0	1	0
1.234757	1	0	0
1.239248	0	1	0
1.251747	1	0	0
